##NAMES=Quartz
##RRUFFID=R040031
##IDEAL CHEMISTRY=SiO_2_
##LOCALITY=Spruce Claim, King County, Washington, USA
##OWNER=RRUFF
##SOURCE=Bob Downs
##DESCRIPTION=Colorless hexagonal prism
##STATUS=The identification of this mineral has been confirmed by X-ray diffraction and chemical analysis
##URL=https://www.rruff.net/odr/rruff_sample/R040031
##MEASURED CHEMISTRY=Si_1.00_O_2_
##DIFFRACTION SAMPLE DESCRIPTION=Powder
##CELL PARAMETERS=a: 4.9134 b: 4.9134 c: 5.4042 alpha: 90 beta: 90 gamma: 120 volume: 112.991 crystal system: hexagonal
##FILETYPE=Processed Powder Diffraction Profile

5.000, 0.000
5.010, 0.014
5.020, 4.689
5.030, 3.623
5.040, 10.154
5.050, 0.561
5.060, 10.765
5.070, 5.118
5.080, 8.370
5.090, 8.581
5.100, 12.783
5.110, 0.113
5.120, 10.867
5.130, 9.790
5.140, 19.721
5.150, 10.659
5.160, 12.650
5.170, 3.639
5.180, 15.591
5.190, 2.577
5.200, 5.540
5.210, 12.507
5.220, 11.479
5.230, 1.544
5.240, 0.563
5.250, 12.422
5.260, 11.412
5.270, 5.405
5.280, 10.403
5.290, 5.403
5.300, 7.407
5.310, 1.414
5.320, 17.423
5.330, 1.435
5.340, 13.449
5.350, 8.464
5.360, 16.481
5.370, 7.500
5.380, 1.521
5.390, 5.563
5.400, 12.585
5.410, 11.609
5.420, 18.633
5.430, 14.663
5.440, 17.694
5.450, 16.725
5.460, 9.757
5.470, 9.795
5.480, 4.839
5.490, 24.886
5.500, 8.935
5.510, 4.985
5.520, 13.036
5.530, 23.088
5.540, 20.141
5.550, 12.194
5.560, 10.248
5.570, 21.301
5.580, 6.354
5.590, 25.407
5.600, 16.462
5.610, 18.517
5.620, 12.572
5.630, 16.627
5.640, 12.681
5.650, 14.736
5.660, 9.789
5.670, 23.843
5.680, 11.896
5.690, 17.948
5.700, 20.001
5.710, 21.053
5.720, 10.103
5.730, 8.158
5.740, 29.207
5.750, 16.260
5.760, 21.309
5.770, 25.358
5.780, 0.408
5.790, 13.457
5.800, 25.506
5.810, 27.566
5.820, 34.615
5.830, 22.664
5.840, 13.730
5.850, 15.953
5.860, 26.000
5.870, 22.056
5.880, 18.105
5.890, 22.153
5.900, 17.202
5.910, 29.250
5.920, 21.302
5.930, 34.351
5.940, 26.955
5.950, 17.998
5.960, 31.041
5.970, 26.085
5.980, 34.397
5.990, 33.438
6.000, 18.480
6.010, 20.521
6.020, 25.647
6.030, 21.688
6.040, 14.807
6.050, 22.847
6.060, 13.014
